price,weight,storage,battery_life,cpu,ram
196.0,2.2,1024.0,,Intel Celeron Dual Core N3350 1.1GHz,4
978.0,2.9,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
732.0,2.1,1280.0,,Intel Core i5 8250U 1.6GHz,8
562.0,2.5,256.0,,Intel Core i7 7700HQ 2.8GHz,8
1438.0,2.8,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
1198.0,1.1,512.0,,Intel Core i7 7500U 2.7GHz,8
1117.0,1.2,512.0,,Intel Core i7 6500U 2.5GHz,16
1074.0,1.36,512.0,,Intel Core i7 7600U 2.8GHz,8
261.0,2.2,500.0,,Intel Core i3 6006U 2GHz,4
195.0,1.15,32.0,,Intel Celeron Dual Core N3350 1.1GHz,2
1231.0,2.67,512.0,,Intel Core i7 7700HQ 2.8GHz,8
1242.0,1.7,512.0,,Intel Core i7 7700HQ 2.8GHz,8
300.0,2.1,1024.0,,Intel Core i3 6006U 2GHz,4
504.0,1.6,256.0,,Intel Core i7 6500U 2.5GHz,8
593.0,1.27,256.0,,Intel Core i5 7200U 2.5GHz,8
383.0,2.3,256.0,,Intel Core i5 7200U 2.5GHz,4
441.0,1.65,128.0,,Intel Core i3 6006U 2GHz,4
959.0,1.43,256.0,,Intel Core i7 6500U 2.5GHz,8
345.0,2.14,1024.0,,Intel Core i5 7200U 2.5GHz,8
777.0,1.75,256.0,,Intel Core i7 8550U 1.8GHz,8
1214.0,2.0,512.0,,Intel Core i7 7700HQ 2.8GHz,16
287.0,1.4,64.0,,Intel Celeron Quad Core N3450 1.1GHz,6
912.0,2.31,256.0,,Intel Core i7 7820HQ 2.9GHz,8
382.0,2.3,1024.0,,Intel Core i3 7100U 2.4GHz,8
1790.0,4.42,1280.0,,Intel Core i7 7820HK 2.9GHz,16
741.0,2.62,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
730.0,2.02,2304.0,,Intel Core i7 8550U 1.8GHz,8
703.0,1.6,256.0,,Intel Core i7 7600U 2.8GHz,8
1278.0,3.35,1280.0,,Intel Core i7 7700HQ 2.8GHz,12
191.0,1.16,32.0,,Intel Celeron Dual Core N3350 1.1GHz,4
172.0,1.15,16.0,,Intel Celeron Dual Core N3060 1.6GHz,4
646.0,1.4,256.0,,Intel Core i7 7500U 2.7GHz,8
383.0,1.7,128.0,,Intel Core i3 7130U 2.7GHz,4
1563.0,2.3,512.0,,Intel Core i7 7600U 2.8GHz,16
1566.0,2.5,512.0,,Intel Core i7 7820HQ 2.9GHz,16
1084.0,3.2,1280.0,,AMD Ryzen 1600 3.2GHz,8
222.0,2.1,500.0,,Intel Celeron Dual Core N3060 1.6GHz,4
1406.0,1.1,512.0,,Intel Core i7 7Y75 1.3GHz,16
1523.0,1.32,512.0,,Intel Core i7 7500U 2.7GHz,24
357.0,2.0,256.0,,Intel Core i5 7200U 2.5GHz,4
332.0,2.8,1024.0,,AMD A6-Series 9220 2.5GHz,8
479.0,2.2,256.0,,Intel Core i5 8250U 1.6GHz,4
914.0,1.36,256.0,,Intel Core i5 7200U 2.5GHz,8
223.0,2.2,128.0,,Intel Pentium Quad Core N4200 1.1GHz,4
703.0,2.2,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
754.0,1.64,256.0,,Intel Core i5 7440HQ 2.8GHz,8
282.0,2.4,500.0,,Intel Core i5 7200U 2.5GHz,4
1274.0,2.23,1088.0,,Intel Xeon E3-1505M V6 3GHz,8
657.0,2.2,256.0,,Intel Core i5 7300HQ 2.5GHz,8
1655.0,1.25,512.0,,Intel Core i7 7660U 2.5GHz,16
377.0,1.91,128.0,,Intel Core i5 7200U 2.5GHz,8
1263.0,2.17,256.0,,Intel Core i7 6820HQ 2.7GHz,16
981.0,2.31,512.0,,Intel Core i7 7820HQ 2.9GHz,8
860.0,1.65,256.0,,Intel Core i5 7200U 2.5GHz,8
626.0,2.36,1152.0,,Intel Core i7 8550U 1.8GHz,8
306.0,1.47,500.0,,Intel Pentium Quad Core N3710 1.6GHz,4
1308.0,4.42,1024.0,,Intel Core i7 7700HQ 2.7GHz,8
632.0,1.252,128.0,,Intel Core M m3-7Y30 2.2GHz,4
1150.0,1.25,256.0,,Intel Core i7 7660U 2.5GHz,8
409.0,2.5,256.0,,Intel Core i3 6006U 2GHz,8
348.0,2.23,1024.0,,Intel Core i3 6006U 2GHz,4
278.0,1.4,128.0,,Intel Celeron Dual Core N3060 1.6GHz,4
479.0,2.37,1024.0,,Intel Core i5 7200U 2.5GHz,8
511.0,1.5,512.0,,Intel Core i7 7500U 2.7GHz,8
1336.0,2.67,256.0,,Intel Core i7 7820HQ 2.9GHz,8
194.0,2.0,500.0,,Intel Pentium Quad Core N4200 1.1GHz,4
300.0,2.2,500.0,,Intel Core i3 6006U 2GHz,4
485.0,2.02,2048.0,,Intel Core i5 8250U 1.6GHz,8
1086.0,3.78,1024.0,,Intel Core i7 7700HQ 2.8GHz,12
1188.0,1.4,256.0,,Intel Core i7 6600U 2.6GHz,12
1278.0,1.29,512.0,,Intel Core i7 8550U 1.8GHz,8
738.0,1.9,500.0,,Intel Core i5 7200U 2.5GHz,8
815.0,1.1,128.0,,Intel Core i5 7Y57 1.2GHz,8
1178.0,1.42,256.0,,Intel Core i5 8250U 1.6GHz,8
831.0,2.06,1152.0,,Intel Core i7 6700HQ 2.6GHz,12
473.0,1.79,128.0,,Intel Core i3 6100U 2.3GHz,8
1540.0,1.78,256.0,,Intel Core i7 7700HQ 2.8GHz,8
872.0,1.7,180.0,,Intel Core i5 7200U 2.5GHz,8
432.0,2.2,1024.0,,Intel Core i5 8250U 1.6GHz,8
1069.0,1.05,256.0,,Intel Core i5 7200U 2.5GHz,8
807.0,2.16,512.0,,Intel Core i7 8550U 1.8GHz,8
375.0,2.18,1024.0,,Intel Core i3 7100U 2.4GHz,4
464.0,1.49,128.0,,Intel Core i5 8250U 1.6GHz,4
159.0,1.89,64.0,,Intel Atom x5-Z8350 1.44GHz,4
361.0,2.3,128.0,,Intel Core i3 6006U 2.0GHz,4
671.0,1.75,256.0,,Intel Core i5 8250U 1.6GHz,8
1495.0,2.17,512.0,,Intel Core i7 6820HQ 2.7GHz,16
1214.0,2.06,512.0,,Intel Core i7 7700HQ 2.8GHz,16
1150.0,1.36,512.0,,Intel Core i7 7500U 2.7GHz,16
1247.0,0.91,512.0,,Intel Core i7 7500U 2.7GHz,16
647.0,2.3,256.0,,Intel Core i5 7200U 2.5GHz,8
1790.0,1.05,512.0,,Intel Core i7 7500U 2.7GHz,32
863.0,1.99,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
370.0,2.2,1024.0,,AMD A10-Series 9620P 2.5GHz,8
811.0,4.33,1280.0,,Intel Core i7 6700HQ 2.6GHz,24
703.0,1.3,180.0,,Intel Core i5 6200U 2.3GHz,8
575.0,2.17,256.0,,Intel Core i7 8550U 1.8GHz,8
1118.0,1.48,1024.0,,Intel Core i7 7600U 2.8GHz,8
607.0,1.4,256.0,,Intel Core i3 7100U 2.4GHz,8
582.0,2.3,256.0,,Intel Core i5 7200U 2.5GHz,8
217.0,1.2,64.0,,Intel Celeron Dual Core N3350 1.1GHz,4
396.0,1.91,256.0,,Intel Core i5 7200U 2.5GHz,8
1022.0,1.4,256.0,,Intel Core i5 8250U 1.6GHz,8
191.0,2.1,500.0,,Intel Celeron Dual Core N3350 1.1GHz,4
169.0,1.25,16.0,,Intel Celeron Dual Core N3060 1.6GHz,4
607.0,1.44,256.0,,Intel Core i5 7200U 2.5GHz,8
783.0,2.0,1280.0,,Intel Core i7 7500U 2.7GHz,8
392.0,2.2,1024.0,,Intel Core i5 8250U 1.6GHz,4
846.0,1.34,512.0,,Intel Core i7 7500U 2.7GHz,8
735.0,2.4,1280.0,,Intel Core i7 7700HQ 2.8GHz,8
575.0,1.29,128.0,,Intel Core i5 7200U 2.5GHz,8
409.0,2.2,500.0,,Intel Core i7 7500U 2.7GHz,4
535.0,2.18,1024.0,,Intel Core i5 7200U 2.5GHz,8
780.0,2.2,2304.0,,Intel Core i7 8550U 1.8GHz,16
895.0,1.95,256.0,,Intel Core i7 8550U 1.8GHz,16
157.0,1.1,32.0,,Intel Celeron Dual Core N3350 1.1GHz,2
333.0,2.04,1024.0,,Intel Core i5 8250U 1.6GHz,4
1898.0,2.24,512.0,,Intel Core i7 7700HQ 2.8GHz,24
568.0,2.04,256.0,,Intel Core i5 7200U 2.5GHz,8
962.0,3.0,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
894.0,3.2,1280.0,,Intel Core i7 7700HQ 2.8GHz,8
894.0,1.32,256.0,,Intel Core i7 7500U 2.7GHz,8
818.0,1.64,256.0,,Intel Core i5 7300U 2.6GHz,8
441.0,1.63,128.0,,Intel Core i3 6006U 2GHz,4
568.0,2.8,1152.0,,Intel Core i5 8250U 1.6GHz,8
857.0,2.02,256.0,,Intel Core i5 6200U 2.3GHz,8
511.0,2.2,1024.0,,Intel Core i7 7500U 2.7GHz,4
293.0,2.2,2048.0,,Intel Core i3 6006U 2GHz,8
374.0,2.3,500.0,,Intel Core i5 7200U 2.5GHz,4
880.0,1.9,256.0,,Intel Core i5 7440HQ 2.8GHz,8
1926.0,4.42,1152.0,,Intel Core i7 7700HQ 2.8GHz,16
550.0,2.0,500.0,,Intel Core i5 7200U 2.5GHz,8
831.0,2.0,1280.0,,Intel Core i7 7500U 2.7GHz,8
236.0,1.2,32.0,,Intel Celeron Quad Core N3450 1.1GHz,4
1054.0,2.3,1152.0,,Intel Core i5 7300HQ 2.5GHz,8
875.0,1.93,256.0,,Intel Core i7 7600U 2.8GHz,8
510.0,2.2,256.0,,Intel Core i5 8250U 1.6GHz,8
255.0,1.86,256.0,,Intel Pentium Quad Core N3710 1.6GHz,4
1150.0,2.62,1024.0,,Intel Core i7 7700HQ 2.8GHz,12
549.0,1.87,256.0,,Intel Core i7 7500U 2.7GHz,8
894.0,1.2,256.0,,Intel Core i7 8550U 1.8GHz,8
470.0,1.6,128.0,,Intel Core i3 6006U 2GHz,4
732.0,1.34,256.0,,Intel Core i7 7500U 2.7GHz,8
510.0,2.4,1024.0,,Intel Core i5 7300HQ 2.5GHz,8
223.0,2.0,500.0,,AMD E-Series 7110 1.8GHz,4
451.0,2.1,128.0,,Intel Core i3 7100U 2.4GHz,4
502.0,1.87,500.0,,Intel Core i5 7200U 2.5GHz,4
296.0,2.15,1024.0,,Intel Core i5 6200U 2.3GHz,4
254.0,1.86,500.0,,Intel Core i3 6006U 2GHz,4
1105.0,1.99,512.0,,Intel Core i7 7500U 2.7GHz,8
319.0,2.2,128.0,,Intel Core i3 6006U 2GHz,4
714.0,1.9,256.0,,Intel Core i5 7200U 2.5GHz,8
1726.0,4.42,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
348.0,2.65,1024.0,,Intel Core i3 6006U 2GHz,8
818.0,2.63,1024.0,,Intel Core i7 7500U 2.7GHz,8
143.0,2.0,500.0,,Intel Celeron Dual Core N3350 1.1GHz,4
163.0,1.35,32.0,,Intel Atom x5-Z8350 1.44GHz,4
607.0,2.8,1152.0,,Intel Core i7 7500U 2.7GHz,6
364.0,1.91,128.0,,AMD A10-Series A10-9620P 2.5GHz,6
395.0,2.18,1024.0,,Intel Core i3 6006U 2GHz,4
223.0,1.25,32.0,,Intel Celeron Dual Core N3350 2.0GHz,4
403.0,2.05,128.0,,Intel Core i3 7130U 2.7GHz,4
1256.0,1.16,512.0,,Intel Core M 6Y75 1.2GHz,16
1917.0,3.4,256.0,,Intel Core i7 7700HQ 2.8GHz,8
536.0,2.5,1152.0,,Intel Core i5 7300HQ 2.5GHz,8
1022.0,1.21,128.0,,Intel Core i5 8250U 1.6GHz,8
613.0,1.93,500.0,,Intel Core i5 7300U 2.6GHz,4
472.0,2.2,1024.0,,Intel Core i5 7200U 2.5GHz,8
220.0,2.2,500.0,,Intel Pentium Quad Core N4200 1.1GHz,4
633.0,2.02,500.0,,Intel Core i5 7200U 2.5GHz,4
1190.0,3.14,500.0,,Intel Core i5 7440HQ 2.8GHz,8
249.0,1.94,2048.0,,Intel Pentium Quad Core N3710 1.6GHz,8
415.0,1.95,256.0,,AMD A9-Series A9-9420 3GHz,6
531.0,2.3,256.0,,Intel Core i5 7200U 2.5GHz,8
438.0,2.05,500.0,,Intel Core i5 8250U 1.6GHz,4
159.0,1.4,32.0,,Intel Atom x5-Z8350 1.44GHz,4
1192.0,1.24,512.0,,Intel Core i7 7500U 2.7GHz,16
1703.0,4.6,1280.0,,Intel Core i7 6820HK 2.7GHz,32
1745.0,4.14,1536.0,,Intel Core i7 7820HK 2.9GHz,16
479.0,2.2,256.0,,Intel Core i7 7500U 2.7GHz,8
249.0,1.45,32.0,,Intel Celeron Quad Core N3450 1.1GHz,4
645.0,1.9,500.0,,Intel Core i5 7300U 2.6GHz,8
460.0,1.49,128.0,,Intel Core i3 7100U 2.4GHz,4
983.0,1.93,256.0,,Intel Core i7 7600U 2.8GHz,16
189.0,1.26,16.0,,Intel Celeron Dual Core N3060 1.6GHz,4
1502.0,4.5,1152.0,,Intel Core i7 6820HK 2.7GHz,16
958.0,3.78,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
1070.0,1.4,256.0,,Intel Core i7 6600U 2.6GHz,12
389.0,2.2,1024.0,,Intel Core i7 8550U 1.8GHz,12
1132.0,2.73,1152.0,,Intel Core i5 7300HQ 2.5GHz,8
472.0,2.2,1024.0,,Intel Core i5 7200U 2.5GHz,8
607.0,2.2,512.0,,AMD A12-Series 9720P 3.6GHz,12
386.0,1.39,128.0,,Intel Core M 7Y30 1.0GHz,4
1086.0,2.5,1152.0,,Intel Core i7 7700HQ 2.8GHz,16
338.0,2.8,500.0,,Intel Core i3 6006U 2GHz,4
293.0,2.29,1024.0,,Intel Core i3 6100U 2.3GHz,8
1295.0,1.37,512.0,,Intel Core i7 7500U 2.7GHz,8
942.0,1.7,256.0,,Intel Core i5 7300HQ 2.5GHz,8
1068.0,1.34,256.0,,Intel Core i5 7200U 2.5GHz,8
1127.0,2.06,256.0,,Intel Core i7 7700HQ 2.8GHz,8
779.0,1.84,256.0,,Intel Core i7 7500U 2.7GHz,8
427.0,2.1,500.0,,Intel Core i3 7100U 2.4GHz,4
210.0,1.6,32.0,,Intel Celeron Quad Core N3450 1.1GHz,4
1406.0,4.14,1152.0,,Intel Core i7 6820HK 2.7GHz,16
297.0,2.18,1024.0,,Intel Core i3 6006U 2GHz,4
1470.0,1.8,2304.0,,Intel Core i7 7700HQ 2.8GHz,16
894.0,2.2,256.0,,Intel Core i7 6500U 2.5GHz,8
361.0,2.4,1024.0,,Intel Core i5 7200U 2.5GHz,6
831.0,2.0,256.0,,Intel Core i7 7700HQ 2.8GHz,8
223.0,1.6,128.0,,Intel Pentium Quad Core N3710 1.6GHz,4
3132.0,2.5,1024.0,,Intel Xeon E3-1535M v6 3.1GHz,32
562.0,2.59,1024.0,,Intel Core i7 6700HQ 2.6GHz,16
284.0,2.18,1024.0,,Intel Core i3 6006U 2.0GHz,4
230.0,2.25,1024.0,,Intel Core i3 6006U 2.0GHz,4
556.0,1.93,500.0,,Intel Core i5 7300U 2.6GHz,4
747.0,3.0,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
364.0,2.18,128.0,,Intel Core i5 7200U 2.5GHz,4
888.0,1.84,512.0,,Intel Core i7 7500U 2.7GHz,8
1450.0,2.94,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
242.0,1.25,32.0,,Intel Celeron Quad Core N3160 1.6GHz,4
719.0,2.31,256.0,,Intel Core i5 7300U 2.6GHz,8
937.0,1.65,256.0,,Intel Core i5 6200U 2.3GHz,8
496.0,2.2,1024.0,,Intel Core i5 8250U 1.6GHz,4
511.0,2.2,256.0,,Intel Core i5 7200U 2.5GHz,8
596.0,1.88,500.0,,Intel Core i5 6200U 2.3GHz,4
575.0,2.2,1024.0,,Intel Core i7 7500U 2.7GHz,8
153.0,1.4,32.0,,Intel Atom x5-Z8350 1.44GHz,2
299.0,2.2,128.0,,Intel Core i5 7200U 2.5GHz,4
409.0,1.5,1024.0,,Intel Core i5 7200U 2.5GHz,6
1164.0,2.0,256.0,,Intel Core i7 7700HQ 2.8GHz,8
1215.0,1.1,512.0,,Intel Core i7 7500U 2.7GHz,16
946.0,2.62,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
530.0,1.8,256.0,,Intel Core i5 8250U 1.6GHz,4
370.0,2.2,1024.0,,Intel Core i3 6006U 2GHz,4
255.0,2.0,1024.0,,Intel Celeron Dual Core N3350 1.1GHz,8
580.0,1.99,1024.0,,Intel Core i5 7300HQ 2.5GHz,8
1195.0,1.23,256.0,,Intel Core i5 8250U 1.6GHz,8
159.0,1.42,32.0,,Intel Celeron Dual Core N3060 1.6GHz,2
1124.0,1.37,256.0,,Intel Core i7 7500U 2.7GHz,8
1534.0,2.06,1024.0,,Intel Core i7 7700HQ 2.8GHz,16
709.0,2.5,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
333.0,2.6,1024.0,,AMD A9-Series 9420 3GHz,8
1566.0,1.14,512.0,,Intel Core i7 7500U 2.7GHz,16
747.0,2.5,1024.0,,Intel Core i7 7700HQ 2.8GHz,8
288.0,2.4,500.0,,Intel Core i3 6006U 2GHz,4
175.0,1.43,32.0,,Intel Celeron Dual Core N3060 1.6GHz,4
588.0,1.8,256.0,,Intel Core i5 7200U 2.5GHz,8
1662.0,1.95,256.0,,Intel Core i7 7700HQ 2.8GHz,16
776.0,1.2,256.0,,Intel Core i5 6200U 2.3GHz,8
1013.0,1.36,256.0,,Intel Core i7 7500U 2.7GHz,8
1790.0,3.8,512.0,,Intel Core i7 6820HK 2.7GHz,32
453.0,2.4,1024.0,,Intel Core i5 7300HQ 2.5GHz,8
927.0,1.2,256.0,,Intel Core i5 8250U 1.6GHz,8
762.0,2.2,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
233.0,1.86,500.0,,Intel Core i3 6006U 2GHz,4
680.0,2.0,500.0,,Intel Core i5 7200U 2.5GHz,8
588.0,2.2,256.0,,Intel Core i7 8550U 1.8GHz,8
726.0,2.2,2304.0,,Intel Core i7 8550U 1.8GHz,16
765.0,3.31,1152.0,,Intel Core i7 6700HQ 2.6GHz,8
2012.0,4.42,1536.0,,Intel Core i7 7700HQ 2.8GHz,32
786.0,1.56,256.0,,Intel Core i5 6300U 2.4GHz,8
268.0,2.2,500.0,,Intel Celeron Dual Core N3350 1.1GHz,4
342.0,2.2,500.0,,Intel Core i5 6200U 2.3GHz,4
345.0,2.04,1024.0,,Intel Core i3 6006U 2GHz,6
951.0,2.7,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
318.0,2.1,128.0,,Intel Core i3 6100U 2.1GHz,4
611.0,2.06,1024.0,,Intel Core i5 7200U 2.5GHz,8
476.0,2.1,1024.0,,Intel Core i7 7500U 2.7GHz,8
804.0,2.0,256.0,,Intel Core i5 7200U 2.5GHz,8
263.0,2.1,128.0,,Intel Core i3 6006U 2GHz,4
1194.0,1.252,256.0,,Intel Core i7 7600U 2.8GHz,8
523.0,1.9,1152.0,,Intel Core i5 7200U 2.5GHz,8
661.0,1.3,256.0,,Intel Core i5 7200U 2.5GHz,8
223.0,2.2,128.0,,AMD E-Series E2-9000 2.2GHz,4
447.0,1.63,128.0,,Intel Core i3 7100U 2.4GHz,4
827.0,2.4,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
726.0,1.1,256.0,,Intel Core i5 7200U 2.5GHz,8
316.0,1.4,64.0,,Intel Celeron Dual Core N3350 1.1GHz,8
1470.0,1.09,512.0,,Intel Core i7 8550U 1.8GHz,8
831.0,2.5,256.0,,Intel Core i5 7300HQ 2.5GHz,16
638.0,2.2,256.0,,Intel Core i5 7300HQ 2.5GHz,8
268.0,1.86,128.0,,Intel Celeron Dual Core N3350 1.1GHz,4
1311.0,3.21,1152.0,,Intel Core i5 7300HQ 2.5GHz,16
447.0,2.5,256.0,,Intel Core i3 6006U 2GHz,4
958.0,1.19,512.0,,Intel Core i7 8550U 1.8GHz,8
1799.0,3.49,1280.0,,Intel Core i7 7820HK 2.9GHz,16
392.0,1.86,500.0,,Intel Core i5 7200U 2.5GHz,4
349.0,2.2,1024.0,,Intel Core i3 6006U 2GHz,4
364.0,2.65,2048.0,,AMD A10-Series 9600P 2.4GHz,6
203.0,2.1,500.0,,Intel Celeron Dual Core 3855U 1.6GHz,4
240.0,1.45,32.0,,Intel Celeron Dual Core 3855U 1.6GHz,4
447.0,1.7,256.0,,Intel Core i5 7200U 2.5GHz,4
1220.0,3.14,500.0,,Intel Core i7 7700HQ 2.8GHz,8
1656.0,1.42,256.0,,Intel Core i7 7500U 2.7GHz,8
622.0,1.5,256.0,,Intel Core i5 7200U 2.5GHz,8
172.0,1.4,32.0,,Intel Celeron Dual Core N3050 1.6GHz,4
1118.0,1.38,512.0,,Intel Core i7 7500U 2.7GHz,16
428.0,1.2,64.0,,Intel Core M M3-6Y30 0.9GHz,4
1200.0,1.36,512.0,,Intel Core i7 6500U 2.5GHz,16
441.0,2.1,500.0,,Intel Core i7 7500U 2.7GHz,4
524.0,2.56,1024.0,,Intel Core i5 7300HQ 2.5GHz,8
255.0,2.2,256.0,,AMD A9-Series 9420 2.9GHz,4
274.0,2.2,1024.0,,AMD A12-Series 9720P 3.6GHz,8
397.0,2.1,2048.0,,Intel Core i5 7200U 2.5GHz,4
288.0,1.9,500.0,,Intel Core i3 6006U 2GHz,4
508.0,2.18,256.0,,Intel Core i5 7200U 2.5GHz,8
639.0,1.6,256.0,,Intel Core i5 8250U 1.6GHz,8
1186.0,2.18,512.0,,Intel Core i7 6500U 2.5GHz,16
761.0,1.8,256.0,,Intel Core i5 6300HQ 2.3GHz,8
419.0,2.71,2048.0,,AMD A10-Series 9620P 2.5GHz,6
799.0,2.5,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
696.0,1.64,256.0,,Intel Core i5 7440HQ 2.8GHz,8
464.0,1.98,1024.0,,Intel Core i5 7200U 2.5GHz,8
191.0,1.5,32.0,,Intel Celeron Dual Core N3350 1.1GHz,4
912.0,1.93,512.0,,Intel Core i5 7300U 2.6GHz,16
548.0,1.87,256.0,,Intel Core i5 7200U 2.5GHz,8
754.0,1.9,256.0,,Intel Core i5 7300U 2.6GHz,8
191.0,2.19,500.0,,AMD A6-Series 7310 2GHz,4
169.0,1.4,32.0,,Intel Atom Z8350 1.92GHz,4
767.0,2.63,256.0,,Intel Core i7 7500U 2.7GHz,8
1078.0,1.17,512.0,,Intel Core i7 6500U 2.5GHz,8
535.0,1.58,256.0,,Intel Core i5 7200U 2.5GHz,8
958.0,1.32,256.0,,Intel Core i5 7200U 2.5GHz,8
2340.0,4.36,2048.0,,Intel Core i7 7700HQ 2.8GHz,32
862.0,2.7,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
313.0,1.9,1024.0,,Intel Core i5 7200U 2.5GHz,4
460.0,2.2,1152.0,,Intel Core i5 8250U 1.6GHz,8
415.0,1.71,1024.0,,Intel Core i3 7100U 2.4GHz,4
377.0,2.32,1024.0,,Intel Core i5 7200U 2.5GHz,8
313.0,2.1,1024.0,,AMD A9-Series 9420 3GHz,4
1237.0,4.2,1152.0,,Intel Core i7 6700HQ 2.6GHz,16
415.0,2.25,1024.0,,Intel Core i5 7200U 2.5GHz,12
416.0,2.1,1152.0,,AMD A9-Series A9-9420 3GHz,6
357.0,2.4,500.0,,Intel Core i5 7200U 2.5GHz,4
614.0,1.44,256.0,,Intel Core i5 7200U 2.5GHz,8
498.0,1.85,1024.0,,Intel Core i7 7500U 2.7GHz,4
1547.0,2.6,256.0,,Intel Core i7 7700HQ 2.8GHz,16
421.0,1.55,1024.0,,Intel Core i5 8250U 1.6GHz,8
1339.0,1.8,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
263.0,2.4,500.0,,Intel Core i3 6006U 2GHz,4
772.0,2.0,1152.0,,Intel Core i7 7500U 2.7GHz,8
425.0,2.0,256.0,,Intel Core i3 6006U 2GHz,8
981.0,1.25,256.0,,Intel Core i5 7200U 2.5GHz,8
639.0,1.7,256.0,,Intel Core i5 7200U 2.5GHz,8
2109.0,2.5,1024.0,,Intel Core i7 7600U 2.8GHz,16
211.0,1.68,32.0,,Intel Celeron Dual Core N3060 1.6GHz,2
1054.0,0.81,256.0,,Intel Core i7 7500U 2.7GHz,16
345.0,1.86,256.0,,Intel Core i3 6006U 2GHz,8
720.0,1.6,256.0,,Intel Core i5 7200U 2.5GHz,8
2806.0,3.0,256.0,,Intel Xeon E3-1535M v5 2.9GHz,16
304.0,1.4,128.0,,Intel Celeron Dual Core N3060 1.6GHz,4
1215.0,1.84,256.0,,Intel Core i5 6300U 2.4GHz,8
370.0,2.45,1024.0,,Intel Core i5 6300HQ 2.3GHz,4
701.0,1.7,180.0,,Intel Core i5 6200U 2.3GHz,4
543.0,2.37,256.0,,Intel Core i7 7500U 2.7GHz,4
767.0,1.3,256.0,,Intel Core i5 6260U 1.8GHz,8
703.0,2.2,1152.0,,Intel Core i5 7300HQ 2.5GHz,8
998.0,2.59,256.0,,Intel Core i7 6700HQ 2.6GHz,8
1834.0,4.42,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
383.0,2.1,256.0,,Intel Core i5 7200U 2.5GHz,4
670.0,2.5,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
1189.0,1.18,256.0,,Intel Core i7 7600U 2.8GHz,16
997.0,1.1,256.0,,Intel Core i5 7Y57 1.2GHz,8
722.0,1.2,256.0,,Intel Core i5 7200U 2.5GHz,8
543.0,1.65,500.0,,Intel Core i3 6006U 2GHz,4
419.0,1.6,128.0,,Intel Core i5 6200U 2.3GHz,4
301.0,2.8,1024.0,,Intel Pentium Quad Core N4200 1.1GHz,4
703.0,2.72,1152.0,,Intel Core i7 6700HQ 2.6GHz,16
1022.0,1.31,256.0,,Intel Core i7 7500U 2.7GHz,8
191.0,2.1,1024.0,,Intel Pentium Quad Core N4200 1.1GHz,4
755.0,2.3,256.0,,Intel Core i7 7500U 2.7GHz,16
1150.0,1.71,256.0,,Intel Core i7 7500U 2.7GHz,16
652.0,1.75,128.0,,Intel Core i5 6200U 2.3GHz,4
703.0,2.62,1024.0,,Intel Core i7 7700HQ 2.8GHz,8
795.0,1.26,256.0,,Intel Core i5 6200U 2.3GHz,4
536.0,2.3,2048.0,,Intel Core i7 7500U 2.7GHz,12
1515.0,2.5,512.0,,Intel Core i7 6820HQ 2.7GHz,16
407.0,1.8,128.0,,Intel Core i3 7100U 2.4GHz,4
1854.0,1.95,512.0,,Intel Core i7 7700HQ 2.8GHz,16
372.0,2.0,128.0,,Intel Pentium Dual Core N4200 1.1GHz,8
2295.0,4.42,2048.0,,Intel Core i7 7700HQ 2.8GHz,32
1502.0,4.3,1280.0,,Intel Core i7 6700HQ 2.6GHz,16
1128.0,1.47,512.0,,Intel Core i7 6600U 2.6GHz,16
210.0,2.2,1024.0,,Intel Celeron Quad Core N3710 1.6GHz,8
1470.0,1.7,512.0,,Intel Core i7 7500U 2.7GHz,16
1209.0,1.6,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
696.0,2.2,1152.0,,Intel Core i5 7300HQ 2.5GHz,8
639.0,2.4,1024.0,,Intel Core i7 7700HQ 2.8GHz,4
1470.0,4.2,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
630.0,2.62,256.0,,Intel Core i5 7300HQ 2.5GHz,8
856.0,2.24,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
130.0,1.22,32.0,,Intel Celeron Dual Core N3350 1.1GHz,4
1260.0,1.37,512.0,,Intel Core i7 7500U 2.7GHz,8
613.0,2.08,256.0,,Intel Core i5 7200U 2.5GHz,8
